,Zipcode,Latitude,Longitude,Address,prices,time
0,94559,-122.2841,38.2904,195 Soscol Ave.,$6.70,04:42 PM
0,,,,,,04:40
0,,,,208 Ist Ave,,
0,,,,,,
0,97146,-123.9254,46.145,0042 53172 ie ed dead gost,$30.00,
0,098200,,,,,07:13pm
0,54102,-87.9643,45.4989,,,07:02
0,31280,,,"1280 i
5600 Cameron Rd.",,
0,377930140,,,34 East,,08:12pm
0,,,,,,1:42PM
0,,,,,,
0,29108,-81.6157,34.2847,,,
0,11909,,,,,
0,35175,-86.4628,34.4093,,,16:33
0,11182021,,,,,
0,43570004,,,9001 WEST LAWRENCE AVE,,
0,20001,-77.0177,38.9122,"4 Nee Bis
Roast",,6:30PM
0,,,,1355 Eastchase Parkway,,
0,203268,,,,,12:05
0,07047,-74.0258,40.7939,,$218.49,
0,,,,,,
0,,,,,,
0,2275128,,,,,21:28
0,235020870,,,,,
0,0000047,,,,$5,
0,,,,,,
0,13004,,,,,
0,9076085,,,,$100.00,17:54
0,63044,-90.4161,38.7506,,$6.00,8:55
0,1835532,,,,$91,
0,541362761,,,,,09:49
0,061272,,,,,07:45
0,,,,,,
0,10101010,,,,$2.9,4:01PM
0,83996,,,,$99.24,
0,,,,0 2 KINNY Crust,$93.95,
0,7839704,,,,,
0,938761301,,,,,
0,,,,,,
0,93612,-119.7106,36.8149,710 WEST SHAW AVENUE,,7:29
0,284123629,,,,$0.00,
0,21480,,,,,21:58
0,90001,-118.2479,33.9731,,,1:13 PM
0,,,,,,
0,23952,-78.2915,36.9291,4 Transt,$ 9.36,14:39
0,,,,,,
0,,,,,,
0,,,,,,
0,500626,,,1 sis GST,$502,12:49 PM
0,,,,"7 a oe
eq 69 ace eave",,
0,,,,,,
0,23910,,,,$17.07,
0,000048,,,,$8,
0,,,,,,
0,,,,,,10:07 AM
0,,,,,,
0,47353,-84.9089,39.6126,,$0.00,
0,,,,,,
0,80222,-104.9279,39.671,,,11:59
0,542929866,,,9984 YORK RD,$245199763161,15:87
0,160325,,,,,
0,90248,-118.2835,33.8766,,,13:47
0,391495,,,,$36.15,
0,19065,-75.3861,39.9211,,$3.95,5:28
0,,,,,,
0,135282,,,,,
0,,,,,,
0,98122,-122.3056,47.6116,,$1,6:14
0,58103,-96.8123,46.8564,9350 45th st,$20,09:06 PM
0,16928,-77.4357,41.9596,,$ 3.45,88:42
0,156171,,,,$33,
0,94103,-122.4147,37.7725,,,
0,10001,-73.9967,40.7484,"55 jee
211 WEST 34TH ST.",,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,173900,,,,$19.08,
0,,,,,,14:58
0,50007,-93.6063,41.8159,112 Pacific Coast Hwy,,8:26
0,,,,,,
0,00035,,,,$7.47,
0,,,,,,
0,92106,-117.2268,32.7272,1005 ROSECRANS STREET,$85.27,6:37
0,90460953,,,,$45,
0,014872703,,,,,23:15
0,,,,2013 Ost,,18:45
0,,,,,,8:56
0,,,,,,
0,,,,,,
0,125398010,,,,,22:88
0,391495,,,,$36.15,
0,,,,,$6,
0,,,,,$ 5.00,
0,98101,-122.3305,47.6114,,$190.47,12:55
0,43962,-80.8862,40.6781,,,
0,00012,,,,,13:34
0,,,,,$40.48,
0,277800027,,,,,7AM
0,160082,,,,$9,
0,666207,,,,,
0,,,,,,
0,,,,,,
0,68960377,,,,,0:00
0,19061,-75.4354,39.8295,,$ 0.55,
0,,,,7 kt bi ist,,
0,448533056,,,,,14:04
0,50026,-94.4415,41.8341,,,9:21
0,,,,,,
0,,,,,$44.00,
0,,,,,,
0,01897,,,,,
0,,,,,,
0,,,,,$5.00,18:36
0,75002,-96.6454,33.0934,,,
0,144900,,,6 Adelaide Street Hest,,10:35
0,33009,-80.1407,25.985,,$3.99,
0,711010004,,,,,18:30
0,,,,,,
0,111018,,,,,
0,,,,,$8.15,
0,02139,-71.1042,42.3647,134 Hampshire St,,7:42 PM
0,,,,,,19:04
0,23962,-78.7054,36.9515,,$5.00,14:39
0,,,,,,
0,,,,,$127.44,
0,11105,-73.911,40.7763,,$ 70.41,
0,,,,,,
0,,,,,$287,
0,30601,-83.3632,33.9761,334 PRINCE AVENUE,,
0,,,,,,
0,,,,,,
0,33047,,,"1000 SPRING HILL MALL
WEST",$2.00,3:26
0,012435333,,,"6 ST PANCRAS
WEST",,10:41 PM
0,020728755,,,,,
0,,,,,$6,
0,,,,051 Nw Buck Lin Hill Rd,,
0,,,,,,
0,1151035,,,8 02 PRK sHLDR,$34.61,6:54PM
0,,,,,,15:09
0,209482003,,,,$968,5:56PM
0,,,,,,
0,734400,,,,$49.00,
0,18548,,,,,6:19 pm
0,48405,,,,,10:44
0,50308,-93.5722,41.6727,,,
0,2705597,,,,$55,
0,75002,-96.6454,33.0934,,,
0,941921101,,,527 SUTTER ST,,05:05 pm
0,,,,,,
0,,,,,,1:28 PM
0,,,,4 Guest,$68.78,42:94
0,,,,,,
0,01394,,,,,
0,23952,-78.2915,36.9291,4 Transt,$ 9.36,14:39
0,77070,-95.5803,29.9781,,$8,4:84
0,,,,,,5:59
0,,,,,,
0,,,,,,
0,10009,-73.9796,40.7262,,,
0,,,,,,
0,,,,,$7.91,
0,40009,-85.1436,37.4662,,,
0,,,,,,
0,,,,,,
0,,,,,$2.5,
0,19123,-75.151,39.966,,$61.56,3:13
0,181100165,,,,,
0,328924,,,,$9.40,1:08
0,31108,,,,,
0,44200,,,,$23,
0,,,,,,
0,,,,,,
0,,,,,,
0,19543,-75.8998,40.1552,,,01:17 pM
0,,,,,,
0,250860,,,,,
0,38995,,,,$389,24:40
0,89102,-115.2004,36.1433,,$300,
0,,,,,$ 27,
0,,,,,,
0,215230,,,,,
0,,,,,,
0,11329,,,,$28.50,9:27 AM
0,,,,,,
0,,,,,,
0,902555555,,,,,
0,0032000,,,,,
0,,,,,,
0,,,,,$20.00,
0,32696,-82.4856,29.3977,,$800,02:25 pm
0,10108,-73.9772,40.7808,2525 West,$2,19:58
0,,,,,,02:11 Pm
0,,,,,,
0,140170604,,,,,
0,803300649,,,2350 Hy ST,$48.02,19:57
0,,,,,,
0,012435333,,,"6 ST PANCRAS
WEST",,10:41 PM
0,89119,-115.1365,36.1008,,,09:32
0,,,,,,
0,,,,,,17:42PM
0,33775,-82.7912,27.8397,,,
0,,,,,,
0,007000,,,,,17:55
0,98000,,,,,
0,15238,-79.8805,40.5346,5238 MAIN ST,,
0,30849,,,,$8.41,15:58
0,,,,,,
0,,,,,,18:09
0,75001,-96.8385,32.96,,,6:10
0,,,,,,
0,,,,,$52.97,04:11PM
0,121000561,,,,,
0,4772943,,,,$72.20,3:47
0,,,,,,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,,,,,,
0,28208,-80.8964,35.2358,,$19.47,12:28 PM
0,,,,,,
0,,,,,,8:01 PM
0,06042,-72.5292,41.7966,,,14:24
0,978927678,,,246 ELLIOTT ST,$ 8,11:30
0,29405,-79.9913,32.853,,,
0,,,,,,
0,93117,-119.8612,34.4296,1925 Hollister Avenue,$3.71,9:32
0,,,,6 fard,,
0,,,,,$9.50,9:43 AM
0,,,,,,1:21
0,,,,,$2,9:09
0,,,,,,
0,,,,,,
0,200608288,,,,,
0,,,,,,12:46
0,,,,,$12.97,
0,1234567,,,9 call 6st,$909,
0,024946,,,,,
0,10074,,,,$ 1,
0,,,,,,
0,,,,,,6:53 PM
0,,,,,,
0,,,,,,
0,20001,-77.0177,38.9122,"4 Nee Bis
Roast",,6:30PM
0,07342,,,,,
0,,,,,$70.20,
0,4434337,,,,,
0,,,,,$93,
0,28806,-82.6078,35.5808,282 SMOKY PARK HIGHWAY,$9.75,3:36
0,,,,,,
0,,,,,,
0,19911,,,,,
0,93612,-119.7106,36.8149,,$3.95,12:16 PM
0,,,,,,
0,,,,,,18:21
0,,,,,,
0,,,,,,
0,06534,-72.9282,41.3082,,,11:16
0,174904,,,,$7,11:04
0,,,,,,
0,61493,,,,,1AM
0,42135401,,,,,15:04
0,,,,,$2.99,
0,300615002,,,,,
0,,,,,$ 5.00,
0,100460,,,,,
0,1034885,,,,,1:32
0,10446,,,,,
0,4352999,,,,,
0,,,,,,
0,90460953,,,,$45,
0,6944640,,,,,
0,87724270,,,,,
0,40520088,,,,,
0,,,,,,
0,,,,,,9:30am
0,893027777,,,,,
0,232015,,,6776 East,,02:09 PM
0,69696969,,,"14 Me

CARD TYPE MC

ACCT",$196,11:14
0,,,,,,
0,,,,,,
0,82664,,,"955 AY
West,",,
0,002969,,,,,
0,,,,,,
0,201307,,,,,18:56
0,63126,-90.3811,38.5495,9618 Watson Rd.,,12:48PM
0,98101,-122.3305,47.6114,,$190.47,12:55
0,,,,,,02:51
0,01701,-71.4255,42.3007,659 WORCESTER ROAD,,7:22 PM
0,042610,,,,,6:28 aM
0,,,,,,
0,,,,,,
0,,,,2 Easy Breakfast,,
0,59684,,,,$85.00,11:30
0,11924,,,,,
0,75019,-96.9805,32.9673,,,22:22
0,11217,-73.9798,40.6816,,$0,
0,,,,,$ 5.00,
0,,,,"2947 SE Tard j
73rd",,
0,,,,,$5.21,
0,,,,,$11,08:02 PM
0,71434070,,,,$3,
0,00002132,,,,,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,90026,-118.2646,34.0766,0026 Card,$51,
0,30340,-84.2539,33.8932,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,12600,,,,$1.00,3:52
0,,,,,$0,
0,32830,-81.569,28.3822,,,
0,55420,-93.2778,44.8358,7840 5TH AVE,,
0,90107,,,,,6:49
0,,,,,,07:48
0,,,,,$40.00,
0,,,,,$59.75,06:26PM
0,,,,,,07:48
0,345119,,,1 SpoSsq,$3.33,9:06
0,21212,-76.61,39.3626,6 YORK RD,$ 3.35,16:25
0,,,,,,5:08
0,,,,,$5,
0,10250,,,"2014 Gst 1
eee Guest",,
0,,,,,$358.60,
0,,,,,,
0,14706,-78.4999,42.0918,4706 LEE HIGHWAY,$8.95,1:11
0,,,,,,
0,,,,,$507,17:55
0,,,,,,
0,,,,,$56.85,
0,,,,,$9.71,10:54
0,,,,,,
0,,,,,,12:28
0,01432,-71.5788,42.5591,,,
0,44934,,,99 POT ist,,8:52
0,14264,-78.8735,42.8856,,,
0,,,,,,07:38
0,85202,-111.8724,33.3851,,,
0,,,,,,
0,,,,,,
0,02008,,,,$95,
0,325712,,,,$9.99,
0,,,,1 Chk 2498 Gst,,06:25PM
0,513243,,,,,11:51
0,165997,,,,,
0,,,,1301 Boulston St.,$100.00,
0,13025,,,3025 Victory Boulevard,$75.00,12:48 PM
0,77460-0421,,,4 EST,$837,
0,50027,-92.4703,41.4883,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$9.69,34:58
0,,,,,,
0,140802,,,,$8.05,
0,274306937,,,,$48,
0,,,,,,
0,804233,,,"10 35 GA
SAVE",$33.28,08:57pm
0,92589,-117.1484,33.4936,,$7.65,
0,,,,"96 0
cWVTEST",$99,
0,18230,-75.9416,40.9234,,,
0,,,,,,
0,17543,-76.3015,40.1846,,$ 6.19,19:48
0,,,,,,
0,98119,-122.3643,47.6379,1 Guest,$15,3:28
0,07105,-74.1563,40.7271,,$15.02,6:44
0,,,,,,
0,,,,,,
0,,,,1 Palm Coast,$101.0,
0,10007,-74.007,40.7139,,,11:95 aM
0,426001,,,45 Pratap Nagar Ring Road,,
0,,,,,,08:25PM
0,,,,,,
0,,,,,,
0,,,,,$11,
0,460011,,,"010 007 4646
High Street",$5.00,8:07 PM
0,,,,,,
0,,,,"7 4
lntal 1a
ord",,
0,11461,,,,$6.08,5:27
0,,,,,$ 8.60,12:05 PM
0,,,,,$25,
0,10003,-73.9892,40.7313,,$29.60,19:30
0,,,,1 _Chk 5797 GSt,,05:52
0,1111111,,,,$0.00,07:10 AM
0,75019,-96.9805,32.9673,,,22:22
0,,,,,,8:56
0,11724,-73.4423,40.8601,,,04:57
0,,,,,$5,
0,64000,,,,,
0,190553,,,,$5.90,
0,568900,,,"90 A
Foust",,
0,1200109,,,,$171,9:20
0,44255980,,,,$8,
0,,,,,$9.28,
0,,,,,,2AM
0,01701,-71.4255,42.3007,,$28.13,
0,32013,-83.2913,30.1941,,,
0,,,,,,6:53 PM
0,39578,,,,,7:32
0,000815,,,,$6,05:26
0,90028,-118.3254,34.1005,1 Chk 1114 Gst,,01:53PM
0,,,,,,
0,,,,,,
0,12001,,,,,07:55 PM
0,,,,,,
0,94105,-122.3892,37.7864,1 Chk 9458 Gst,,07:20PM
0,004530,,,,$886,
0,9086624,,,,,12:41 PM
0,,,,,,
0,738888,,,,,11:17
0,20413,-77.0146,38.8933,,,19:35
0,,,,,,
0,07081-3,,,"2017 Gst 5
Guest",,
0,,,,,,
0,,,,,,
0,,,,,,
0,95124,-121.9229,37.2563,,,4:02
0,,,,32 WN ect,,
0,,,,"1 eM
Praulkboard",$900,
0,11101,-73.9345,40.7446,,,
0,,,,,,
0,,,,,,
0,20124,-77.3818,38.7818,,$5,22:00
0,100108385,,,,,
0,,,,,,
0,95124,-121.9229,37.2563,"3095 Union Ave,",,12:40
0,,,,,$122.63,
0,,,,,,
0,,,,,,
0,43606,-83.606,41.6712,,$99.63,
0,200405800,,,,,9:30
0,32561,-87.1639,30.3571,12 Vie Ge Lune Drive,,9:58
0,1789004,,,,,
0,134504269,,,8 August,,
0,,,,,,
0,,,,,,
0,99101-6293,,,,$7.95,2:02
0,491621,,,,,
0,78703,-97.7648,30.2907,,$3,
0,112215,,,47 101 ave,$900,
0,345119,,,1 SpoSsq,$3.33,9:06
0,,,,,$199.55,9:05 pm
0,,,,,,
0,13344543,,,,,
0,,,,"111 96
CUST",,
0,510593502,,,,$3,
0,43206,-82.9748,39.9426,,$4.49,5:52 PM
0,87106,-106.6169,35.079,2720 CNTRL,$98.90,1:10
0,,,,,,
0,000239460,,,6 Total InciGST,$000,
0,,,,,,
0,10000,,,,,10:57
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,,,,,$3.50,
0,,,,,,
0,79008,-101.3974,35.6678,,,
0,,,,,,
0,20034,,,,,
0,,,,,,
0,0336268,,,,,
0,,,,,,
0,,,,,,20:41
0,80202,-104.9946,39.7491,,,8:40 PM
0,,,,,$5,
0,75058,-96.7341,33.4495,,,14:43
0,,,,,$1,
0,,,,,,
0,,,,,,11:38AM
0,93971,,,,,3:06
0,,,,"5 te it Ml
1 a ft st",,20:31
0,,,,,,
0,,,,,,2:25
0,370002018,,,,$11.24,04:26 PM
0,,,,,,
0,30152,-84.6544,33.9951,,,
0,,,,,,
0,,,,,,
0,34787,-81.5911,28.5423,,,
0,,,,,,
0,00193,,,,,12:12
0,,,,,,
0,11109,-73.9575,40.7454,,$3.99,9:21
0,,,,,,
0,210371,,,,$28,14:27
0,,,,,,
0,93311,-119.1056,35.3039,715 COFFEE ROAD,,1:40
0,,,,,,
0,325101635,,,,,
0,805462264,,,7801 N 43rd Ave,,01:06 PM
0,,,,5 dst,,
0,021315233,,,,,
0,,,,,$3.8,
0,96815,-157.8266,21.2811,9955 Kalakaua Avenue,,7:19
0,72079995,,,,,
0,,,,,,
0,24110-52,,,,,
0,,,,,,
0,,,,,$0,
0,94104,-122.4018,37.7915,374 Bush Street,,
0,,,,,$03,
0,,,,,,
0,75006,-96.8825,32.9657,72 boulevard,,0:49
0,118888,,,3313 Hyland Ave.,$9.95,12:16 PM
0,435700,,,9001 WEST LAWRENCE AVE,,
0,,,,,,
0,,,,,$2,9:09
0,,,,,$8,
0,300882,,,,,
0,95054,-121.9623,37.3924,,,
0,,,,,,
0,162982,,,,$6.72,2:05
0,10821,,,,$9.80,14:57
0,,,,,,
0,08883,,,531 ROUTE 22 EAST,$1.89,
0,,,,"6 Cate rates OY SN
Hist",,
0,93001,-119.3584,34.3308,,,3:42 PM
0,01826,-71.3186,42.6764,5 nelasford St,$18.13,
0,,,,,,
0,000004209,,,,,13:31
0,,,,,,
0,036968009,,,,,
0,503430042,,,,$8.00,
0,,,,,,
0,,,,,$74,
0,33131,-80.1895,25.7629,177 Brickell Ave.,,
0,,,,,,
0,,,,,$14.84,
0,,,,,,
0,,,,,,
0,962840995,,,80 ist,,
0,,,,,,
0,33176,-80.3627,25.6574,3941 SW 107th AVENUE,$10,02:05
0,32084,-81.3668,29.9175,102 SAN MARCO AVE.,,
0,100109,,,,,10:10
0,23952,-78.2915,36.9291,4 Transt,$ 9.36,14:39
0,,,,,,
0,10028,-73.9529,40.7763,,,4:08 PM
0,11067,,,,$318,1:36 PM
0,,,,,,
0,94547,-122.2637,38.0066,"848 Willow Ave,",,06:22 PM
0,11220,-74.0133,40.6412,,$5,
0,,,,,,
0,32561,-87.1639,30.3571,12 Via De Luna Drive,,9:58 AM
0,,,,"6422 90 SR
2014 BONUSCARD",,7pm
0,,,,,,
0,,,,,,
0,,,,,,
0,11364,-73.7588,40.7428,,$4.38,5:20
0,,,,"1 6
epi gerd",,
0,11360,-73.7812,40.7807,,,12:05
0,010420900,,,,,10:03
0,20021123,,,,,
0,,,,,$4,
0,,,,"04 PM
or YQUR GUEST",$1,3:04 PM
0,95336,-121.2132,37.8134,102 Pierce Ave.,,11:17AM
0,10708,-73.8353,40.9391,,,
0,10065,-73.9638,40.7651,406 Fast 64th Street,,
0,,,,,$5.00,1:00
0,,,,,,
0,895646089,,,,,22:82
0,21906,,,,,
0,200128,,,,$44,7:08
0,90802,-118.182,33.7706,"45 Bay St,",$5.00,3:20
0,,,,,,
0,26030,-80.6513,40.2259,,,13:18
0,495498,,,,,
0,102022,,,,,2:03 PM
0,,,,1301 Boulston St.,$100.00,
0,961594,,,,$7.00,4:48
0,,,,,,
0,600083,,,"0522 xe
i 33186410034 ST,",,08:27
0,,,,,,
0,39747,-89.5696,33.4165,,,
0,03051,-71.4121,42.769,,,
0,00770,,,,,
0,,,,,,
0,,,,,,
0,058366304,,,,,20:20
0,01805,-71.1956,42.5048,"614 Banbury Read
Oxford,",,
0,44001,-82.2538,41.3617,,,
0,57239,-97.3092,45.5097,,,
0,00005,,,,,
0,019847,,,,$1.4,43:40
0,00006076,,,,,6:23
0,49931,-88.558,47.1158,1001 W Memorial Rd,,10:24
0,,,,,,
0,,,,,,
0,91861,,,,$9.75,2:14 PM
0,,,,,,10:54
0,,,,,,
0,78704,-97.7658,30.2428,1 FREEBIRD,,
0,231000910,,,,,
0,,,,,,17:29
0,03420,,,,,16:16
0,,,,,,7:06
0,0111301,,,,,14:28
0,,,,,,
0,,,,,,01:32pm
0,29405,-79.9913,32.853,,,
0,,,,,,
0,33550,-82.3065,27.9797,,,
0,012435333,,,"6 ST PANCRAS
WEST",,10:41 PM
0,,,,,$16.96,
0,00041735,,,,,
0,,,,,,
0,,,,,,16:80
0,,,,,,
0,,,,,,10:35 AM
0,,,,,,
0,70130,-90.0739,29.9324,,,02:44PM
0,,,,,$70.25,
0,,,,,,9:17
0,,,,,,
0,,,,,,
0,4772943,,,,$72.20,3:47
0,,,,,,
0,001002061,,,,,13:43
0,,,,,,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,,,,,,
0,,,,,,
0,019340,,,,,
0,19325,,,16 South Water St.,$80.25,5:20 PM
0,20413,-77.0146,38.8933,,"$
5",19:35
0,101098,,,,,
0,800013,,,,,
0,,,,,$112.94,
0,30805,-82.203,33.2941,,,14:48
0,54537,-90.591,45.535,,,6pm
0,,,,,,12:36
0,,,,,,6:56
0,,,,,,
0,,,,,,
0,196819,,,,,4:58
0,95818,-121.4929,38.5568,,,9:55 AM
0,,,,,,
0,,,,,,
0,10031,-73.9507,40.8246,,,0pm
0,001279706,,,,,
0,,,,,,
0,38497,,,"2 96 BH 00
l WDE St",,
0,39610,,,,$9.74,
0,,,,,$19,
0,40121,-85.9489,37.8928,,,7:44 PM
0,279593,,,,$ 38.96,15:17
0,,,,,$4.20,
0,2021547,,,1101 4th Avenue,,
0,,,,,,6:55
0,12940,,,,,
0,,,,,,
0,07012,-74.1612,40.8488,,$9.95,8:13
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$3.64,
0,97626,-122.038,42.6415,,,
0,,,,,$4,
0,23636633,,,,,08:22
0,018872,,,2 Bayfront Avenue,,20:11
0,30051,,,190 South Murphy Avenue,,3:06 PM
0,,,,,,
0,,,,392 Kent Street,,
0,110016,,,,,
0,70101012,,,,,
0,60446,-88.0696,41.6404,,,3:46 PM
0,,,,,,21:08
0,08106,-75.0724,39.891,"610 W Nicholson Rd,",,04:24 PM
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,09:14
0,,,,,,
0,,,,,,
0,021407912,,,,,17:08
0,631000710,,,,,
0,98456,,,,,11:47
0,,,,,,
0,15815,,,,,
0,,,,,,
0,57294724,,,,,21:41
0,400072,,,,,
0,448533056,,,,,
0,,,,1 Cheese Pizza Ist,,05:21
0,98023,-122.3612,47.3104,,,10:33
0,11528,,,,,12:39
0,98456,,,,,11:47
0,05200,,,,,19:43
0,78666,-97.9404,29.8754,,$5.90,6:19
0,,,,,,
0,,,,,,
0,20005,-77.0312,38.9067,2506 W Ferguson Rd,,11:25 AM.
0,07936,-74.3636,40.8192,"200 Route 10 West
East",,
0,40039,,,,$ 19.19,
0,92507,-117.3389,33.9761,1420 University Ave,,
0,31280,,,"1280 i
5600 Cameron Rd.",$20,
0,,,,,,
0,180504,,,,$5,16:41
0,,,,,$900,11:24
0,,,,,,
0,018872,,,2 Bayfront Avenue,,20:11
0,,,,,,
0,,,,,,3pm
0,,,,,,
0,14254580,,,4580 Nod Road,,
0,02129,-71.0627,42.3778,31 AUSTIN STREET,,5:04 PM
0,,,,,,
0,02008,,,,$95,
0,,,,999 Pennsylvania Ave,,2:58 PM
0,92656,-117.7086,33.5701,,,01:25PM
0,,,,,,
0,500535345,,,,,13:05
0,30805,-82.203,33.2941,,,14:48
0,49683,-85.946,44.5198,,$95,
0,,,,,,
0,,,,0 CARD,$ 24.51,12:15
0,28560,-76.9842,35.1204,,,
0,0217103,,,,$3.24,
0,04861,-69.1888,44.0846,190 NEW COUNTY ROAD,$44,10:10 PM
0,267903,,,,,23:27
0,,,,,,
0,4877112,,,,,20:49
0,,,,"0 19 lace
NEW STREET",,
0,18301,-75.1735,41.0367,,$50.00,
0,,,,,$2.44,07:38
0,,,,,,
0,32773,-81.282,28.7644,,"$1,000",
0,,,,,,
0,24337,,,1521 Marion Street,,
0,64000,,,,,
0,,,,,,
0,923382,,,2208 Bank Street,$3.3,11:11
0,,,,,,8:03 pm
0,,,,1728 Gst,,2:44PM
0,130320215,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,31904,-84.9785,32.5161,,,11:01 PM
0,,,,7 a the contest,,
0,,,,,,14:04
0,95206,-121.3123,37.9177,,$4,
0,96192622,,,,,
0,,,,,,
0,10080,-74.006,40.7143,,,
0,,,,,,
0,,,,,,
0,,,,,$ 97,
0,,,,,,
0,32830,-81.569,28.3822,345 GUEST,,22:49
0,,,,,$37,6PM
0,,,,"108 ET
weep Y ore Adjust",,
0,037247098,,,,,
0,,,,,$05,
0,,,,,,
0,20043,-77.0146,38.8933,,$ 2.79,
0,,,,,,
0,000418007,,,,,
0,,,,,,09:51
0,,,,,,
0,,,,,,
0,10028,-73.9529,40.7763,,$8.77,04:24
0,98062,-122.3621,47.4693,,,5:29
0,,,,,,9:19PM
0,,,,,$5.99,
0,13030002,,,,,89:11
0,,,,,,5:26
0,22413,,,2413 BARTON ROAD,$9.50,9:07
0,,,,"8 correct,",,
0,0000151,,,1 Guest,$4.25,1:03
0,,,,,,
0,,,,,,90:30
0,161874,,,,,
0,89109,-115.1454,36.126,9500 West,$ 39.79,9:12
0,20181907,,,,$9.00,9:07
0,30103,-84.9176,34.3595,,,6:56 PM
0,,,,,,07:52
0,43845,-81.7361,40.2718,,,
0,19790-4261,,,,,
0,,,,,,
0,,,,,,
0,10370,,,,$51.96,12:57
0,,,,,,2:44
0,037254709,,,,,
0,,,,,$95.69,
0,,,,,,
0,,,,,,22:53
0,015482,,,,$9.80,11:32 AM
0,,,,,,10:01 PM
0,000007,,,,,
0,0000612,,,,$7.90,
0,,,,117 route 22 east,,
0,10031,-73.9507,40.8246,,,08:10
0,,,,,$8,
0,71128,,,,$55.00,
0,,,,1 Gast:,,
0,,,,,,05:55PM
0,32901,-80.62,28.0691,1316 South Babcock St.,,12:32
0,,,,1728 Gst,,2:44PM
0,,,,,$1,
0,10455,-73.9072,40.8153,,,
0,40006,-85.3133,38.5864,,$40.56,
0,001032,,,,,
0,94103,-122.4147,37.7725,,,
0,,,,,,
0,93612,-119.7106,36.8149,710 WEST SHAW AVENUE,,7:29
0,132440,,,,,18:00
0,19053,-74.9904,40.1547,,$20,
0,,,,,,
0,,,,,,
0,173456,,,,,
0,33125,-80.2341,25.7825,,,12:42
0,77478,-95.607,29.6196,,$97.44,3:31
0,18740545,,,,,18:38
0,75019,-96.9805,32.9673,,,22:22
0,50323,-93.7717,41.6294,3855 121ST,,12:59
0,,,,,,
0,78455833,,,,$8,12:57
0,48405,,,,,10:44
0,33065,-80.2603,26.2729,,,6:44PM
0,051546,,,8 State toa 64 Fast,,
0,,,,,,
0,8265586,,,,,
0,20205,,,,,07:13
0,,,,,,
0,90049,-118.474,34.066,,,08:39
0,,,,,,
0,,,,,$000,16:79
0,014872703,,,,,23:15
0,,,,,,
0,20034,,,,,
0,43570004,,,9001 WEST LAWRENCE AVE,,
0,,,,,,
0,90094,-118.4276,33.9728,,$35,18:41
0,,,,,$1.50,
0,,,,,,
0,,,,,$5.00,
0,149662,,,600 East,,17:55
0,,,,,,
0,619005682,,,720 North Rush street,,04:07PM
0,64000,,,,,
0,,,,,,
0,219018,,,,,
0,32159-5702,,,,$7.06,5:42
0,,,,,,
0,95336,-121.2132,37.8134,102 Pierce Ave.,,11:17AM
0,,,,,,
0,94103,-122.4147,37.7725,,$6.19,
0,66014,-94.9934,38.213,,,
0,,,,"3 if
est",,
0,2021547,,,1101 4th Avenue,,
0,,,,,,1:51PM
0,,,,,,
0,,,,,,
0,00001,,,,,
0,100109,,,,,10:10
0,16001,-79.934,40.8859,,,
0,,,,,,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,,,,,,
0,,,,,,
0,92660,-117.8684,33.6295,1133 Newport Center Drive,,5:03 PM
0,,,,1 ist,,
0,89101,-115.1224,36.1721,,$ 210.80,5:59 PM
0,,,,,,
0,94962,,,,,
0,,,,,,
0,,,,,$5.49,19:00
0,,,,,,
0,,,,,,
0,802290,,,,,
0,600295571,,,,$1,20:15
0,,,,,,
0,,,,,,
0,,,,,,21:28
0,,,,,,
0,19569,,,,,
0,,,,,,
0,67676,,,,$25,
0,90401,-118.4907,34.0176,1345 ind St,$156.81,
0,00186,,,,$40,
0,10062,,,300 72th Street,,10:53 PM
0,,,,,,
0,90250,-118.3493,33.9143,,,00:00
0,,,,,$52.97,04:11PM
0,,,,,,
0,,,,,,
0,,,,9 ist,,08:05
0,,,,,$ 23,
0,,,,,,
0,,,,,,
0,60106,-87.945,41.9501,"20 BICOIESEL
AT ROAD",$ 54.00,10:14
0,,,,,,
0,12247,-73.7562,42.6526,2247 Sheridan St,,9:32
0,16530,-80.0851,42.1292,,,73:08
0,10009,-73.9796,40.7262,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$72.61,2:10PM
0,,,,,,
0,561460,,,720 OCEAN DR.,$8.98,19:52
0,,,,,,
0,81657,-106.3234,39.6512,352 East Meadow Drive,,8:35 AM
0,60089,-87.9644,42.1598,,$7.49,12:00
0,,,,,,
0,,,,,$35,
0,270765,,,505 Parnassus Avenue,$8.35,12:14
0,,,,,$0.00,
0,43570004,,,9001 WEST LAWRENCE AVE,,
0,,,,,,
0,,,,,,
0,,,,,,
